iter	RMSE
188	28559.47883
189	28482.56714
190	28421.11112
191	28309.18653
192	28250.86457
193	28103.29798
194	28040.38841
195	27922.08349
196	27876.54836
197	27782.91255
198	27702.42117
199	27647.1525
200	27586.41213
201	27543.03248
202	27480.13896
203	27443.09798
204	27305.54672
205	27224.25935
206	27122.3244
207	26983.02318
208	26932.84681
209	26878.16375
210	26813.25707
211	26765.83202
212	26689.93646
213	26632.93585
214	26552.75137
215	26432.61901
216	26367.14667
217	26271.43623
218	26186.44195
219	26128.46135
220	26084.57185
221	25996.03006
222	25876.93218
223	25778.10876
224	25669.38525
225	25564.21426
226	25524.8411
227	25458.76778
228	25398.50167
229	25347.27915
230	25282.50957
231	25248.73969
232	25200.45779
233	25098.64697
234	25053.40366
235	24959.89943
236	24865.63202
237	24793.76965
238	24733.64091
239	24656.04966
240	24594.92815
241	24536.56709
242	24484.88499
243	24406.6165
244	24318.07172
245	24266.91608
246	24220.81667
247	24173.38951
248	24119.68299
249	24081.24329
250	23999.86485
251	23976.22456
252	23929.80607
253	23895.25311
254	23830.88295
255	23741.1121
256	23705.89213
257	23664.31961
258	23634.03616
259	23566.32607
260	23527.71218
261	23459.24803
262	23395.71949
263	23349.55446
264	23281.17643
265	23230.15505
266	23200.31415
267	23153.53595
268	23120.69056
269	23087.68277
270	23013.07847
271	22972.01401
272	22935.56239
273	22872.8762
274	22790.50455
275	22754.41467
276	22728.85492
277	22680.69153
278	22637.65486
279	22615.30141
280	22575.11481
281	22551.9571
282	22505.43687
283	22462.12549
284	22430.64033
285	22361.78154
286	22306.86276
287	22276.88314
288	22211.49173
289	22146.93453
290	22121.0741
291	22045.67484
292	22004.46467
293	21983.12223
294	21964.46611
295	21913.66031
296	21874.48909
297	21832.83121
298	21805.09548
299	21771.21391
300	21713.83078
301	21651.57596
302	21604.83506
303	21569.75867
304	21532.88875
305	21492.47985
306	21432.4593
307	21387.76772
308	21338.4126
309	21288.35011
310	21237.14014
311	21209.70452
312	21164.17491
313	21143.49064
314	21099.27791
315	21062.23917
316	21030.68426
317	20987.99276
318	20960.88066
319	20896.23482
320	20856.78851
321	20802.12576
322	20791.88614
323	20771.36032
324	20745.20258
325	20693.96838
326	20663.8257
327	20611.69499
328	20585.73959
329	20525.64875
330	20497.29787
331	20446.88375
332	20427.30887
333	20376.68249
334	20357.08162
335	20318.86151
336	20287.58757
337	20260.60121
338	20239.41712
339	20209.78628
340	20168.54051
341	20143.6368
342	20125.58816
343	20091.25968
344	20047.60672
345	20015.77503
346	20004.63065
347	19981.00379
348	19929.59331
349	19861.13358
350	19835.42123
351	19792.75516
352	19776.68732
353	19750.01172
354	19716.90074
355	19690.29678
356	19649.25094
357	19596.63278
358	19560.06762
359	19543.86282
360	19522.12833
361	19472.44876
362	19446.04809
363	19414.99297
364	19385.76849
365	19359.30786
366	19340.16675
367	19322.98831
368	19287.21936
369	19255.94547
370	19235.28684
371	19220.91172
372	19210.94011
373	19202.93623
374	19184.36397
375	19151.10484
376	19126.08686
377	19101.28999
378	19083.16772
379	19064.1965
380	19008.65929
381	18969.11319
382	18953.7246
383	18940.50816
384	18909.78874
385	18902.50526
386	18865.20017
387	18820.06711
388	18799.59558
389	18782.03858
390	18753.58055
391	18731.83151
392	18716.62939
393	18700.55153
394	18680.64454
395	18636.48981
396	18600.38336
397	18597.09219
398	18576.99775
399	18557.83351
400	18514.8175
401	18469.80022
402	18451.37066
403	18421.97279
404	18387.72053
405	18364.46299
406	18328.58305
407	18307.78941
408	18282.20739
409	18263.54593
410	18253.4569
411	18238.05524
412	18223.4722
413	18218.65034
414	18184.94424
415	18171.60037
416	18142.11917
417	18133.73924
418	18103.12303
419	18086.34793
420	18048.1763
421	18020.38132
422	18018.80097
423	17986.93016
424	17967.35216
425	17937.89768
426	17913.80915
427	17897.06035
428	17866.93415
429	17853.76507
430	17840.44134
431	17813.1233
432	17787.93886
433	17750.82891
434	17734.15898
435	17711.19952
436	17683.61492
437	17662.18857
438	17648.2774
439	17622.60817
440	17603.68303
441	17577.06156
442	17574.68341
443	17546.20419
444	17529.79817
445	17515.40199
446	17510.98826
447	17489.31752
448	17486.13663
449	17463.28978
450	17444.17071
451	17443.25101
452	17431.28828
453	17416.39429
454	17401.03558
455	17399.71334
456	17385.67963
457	17365.70074
458	17354.80212
459	17341.01174
460	17328.81065
461	17304.47017
462	17285.1177
463	17281.17646
464	17246.11868
465	17241.23741
466	17208.91023
467	17206.03349
468	17187.99905
469	17158.04244
470	17144.34627
471	17116.05415
472	17093.1616
473	17079.44409
474	17068.57215
475	17056.68424
476	17034.65669
477	17033.78288
478	17032.29174
479	17013.36686
480	17005.45486
481	16984.62999
482	16956.19795
483	16940.01086
484	16931.77266
485	16908.63861
486	16905.78887
487	16888.53247
488	16873.69948
489	16852.51375
490	16836.44271
491	16824.17933
492	16811.52517
493	16796.07643
494	16784.03642
495	16771.46068
496	16746.28076
497	16729.53418
498	16703.38903
499	16679.71221
500	16661.36311
501	16638.3916
502	16625.04563
503	16612.00752
504	16603.20039
505	16585.22368
506	16569.12423
507	16557.43978
508	16537.41694
509	16528.98805
510	16506.53164
511	16499.87905
512	16484.44652
513	16465.60367
514	16441.78398
515	16428.25857
516	16423.66742
517	16405.28464
518	16377.34662
519	16361.33285
520	16351.55883
521	16336.81538
522	16325.68695
523	16322.11729
524	16309.53566
525	16299.13859
526	16289.55145
527	16272.20838
528	16263.72279
529	16248.93603
530	16246.92982
531	16241.52247
532	16220.61153
533	16207.09476
534	16198.5692
535	16178.64915
536	16168.05889
537	16145.58122
538	16143.0148
539	16132.14563
540	16120.08561
541	16107.14912
542	16094.5021
543	16085.95625
544	16079.314
545	16076.63923
546	16068.87781
547	16056.18169
548	16054.94579
549	16030.88939
550	16020.69433
551	16009.78633
552	15988.7852
553	15976.04285
554	15961.58877
555	15951.82073
556	15942.28449
557	15931.5131
558	15924.41943
559	15923.23492
560	15913.51279
561	15912.47894
562	15906.65273
563	15901.47784
564	15892.31776
565	15882.11878
566	15866.85732
567	15855.79557
568	15836.96485
569	15827.152
570	15826.50746
571	15816.62779
572	15814.17513
573	15806.16133
574	15790.80394
575	15782.14199
576	15775.09814
577	15761.91736
578	15747.38773
579	15740.83872
580	15729.64966
581	15721.98863
582	15710.50898
583	15694.30709
584	15685.15342
585	15670.00231
586	15661.69671
587	15649.21816
588	15647.25627
589	15631.66142
590	15626.43539
591	15618.11601
592	15603.67885
593	15592.98398
594	15591.21865
595	15587.46555
596	15571.61706
597	15569.50892
598	15562.59991
599	15555.27232
600	15545.68067
601	15537.18397
602	15534.73047
603	15523.1783
604	15518.2897
605	15511.51859
606	15503.4713
607	15501.57331
608	15500.03662
609	15497.65134
610	15489.55394
611	15474.56617
612	15468.07883
613	15465.69793
614	15457.29822
615	15449.74944
616	15440.07751
617	15438.26693
618	15432.77359
619	15430.60815
620	15421.63642
621	15409.72435
622	15396.45207
623	15392.69618
624	15391.24227
625	15376.98272
626	15376.58651
627	15376.09099
628	15366.90317
629	15354.4406
630	15349.26448
631	15342.10592
632	15336.11882
633	15331.42923
634	15324.76996
635	15311.28625
636	15303.91522
637	15295.92656
638	15292.38022
639	15278.82878
640	15272.86171
641	15267.51716
642	15256.49829
643	15254.8114
644	15248.75775
645	15240.28625
646	15239.88043
647	15225.23714
648	15216.16213
649	15202.46438
650	15192.22789
651	15183.12966
652	15170.89666
653	15164.90186
654	15160.28076
655	15152.73298
656	15143.42551
657	15137.76596
658	15130.38513
659	15118.1917
660	15112.66794
661	15102.83078
662663	14523.08663	15092.70629
664	15085.97096
665	15080.06542
666	15074.98197
667	15067.42585
668	15063.50954
669	15053.08344
670671	14453.47671	672	14442.20672	673	14438.59673	674	14417.77674675	14409.804675676	14375.936676677	14365.62677	678	14357.10678	679	14348.34679	680	14344.35680	681	14329.62681	682	14315.14682	683	14301.04683	684	14298.15684	685	14291.10685	686	14283.07686687	14277.685687688	14269.990688689	14262.948689690	14254.686690691	14229.14869692	14221.35816693	14206.806966694	14202.289446695	14190.675869696	14183.47101
697	14174.93076
698	14171.04692
699	14167.38819
700	14159.90399
701	14150.23278
702	14146.21458
703	14133.9173
704	14127.71456
705	14118.68032
706	14111.56927
707	14103.69537
708	14094.51155
709	14080.74433
710	14071.37819
711	14064.60763
712	14051.65497
713	14041.35022
714	14036.93884
715	14023.23974
716	14018.23417
717	14004.14712
718	13997.14618
719	13987.14335
720	13982.58064
721	13975.46061
722	13966.08438
723	13959.25445
724	13955.08726
725	13947.75571
726	13943.50828
727	13930.70661
728	13924.74941
729	13915.44749
730	13906.02026
731	13892.58421
732	13884.43477
733	13877.12913
734	13870.61004
735	13858.13624
736	13855.4409
737	13843.16019
738	13829.30073
739	13821.56981
740	13809.38141
741	13801.63502
742	13794.33369
743	13787.44053
744	13777.7858
745	13766.31232
746	13758.92056
747	13750.73635
748	13745.6746
749	13738.58401
750	13731.16319
751	13719.50422
752	13696.30877
753	13689.5783
754	13681.57653
755	13675.07653
756	13669.7684
757	13661.00242
758	13657.46761
759	13651.36538
760	13641.58749
761	13635.02822
762	13629.32231
763	13607.51071
764	13600.60903
765	13592.22128
766	13586.34752
767	13584.23335
768	13573.52244
769	13571.48122
770	13566.10741
771	13555.19812
772	13548.4349
773	13542.87543
774	13537.88886
775	13531.12432
776	13529.16755
777	13526.78412
778	13523.58934
779	13521.66756
780	13519.84577
781	13498.72001
782	13487.4078
783	13472.38351
784	13469.21202
785	13462.95177
786	13457.77607
787	13450.90071
788	13439.37083
789	13428.98827
790	13425.07017
791	13420.43791
792	13410.40884
793	13400.39508
794	13392.98796
795	13388.28473
796	13385.30468
797	13380.8617
798	13360.54665
799	13356.65368
800	13346.72313
801	13340.91408
802	13335.40876
803	13333.65557
804	13314.22258
805	13295.55679
806	13291.71969
807	13288.10493
808	13281.70555
809	13270.52453
810	13267.18051
811	13261.94609
812	13252.26329
813	13250.55959
814	13246.67992
815	13227.97783
816	13226.33105
817	13220.38579
818	13215.04251
819	13213.4424
820	13202.94371
821	13197.54885
822	13188.55206
823	13184.5158
824	13174.9001
825	13172.39026
826	13166.13549
827	13162.15426
828	13155.88182
829	13150.95204
830	13141.04882
831	13139.25901
832	13137.9706
833	13131.0881
834	13124.25512
835	13118.42671
836	13106.08217
837	13100.13671
838	13094.5596
839	13089.85297
840	13083.13883
841	13079.70346
842	13074.50632
843	13063.9794
844	13046.09775
845	13039.26606
846	13036.42903
847	13030.86222
848	13021.00732
849	13016.38248
850	13011.19792
851	13001.00685
852	12991.68278
853	12987.09789
854	12977.19723
855	12976.01962
856	12971.10486
857	12966.38181
858	12961.18557
859	12957.18299
860	12951.75222
861	12946.89055
862	12942.27346
863	12936.82796
864	12931.67401
865	12926.68705
866	12921.32669
867	12917.77391
868	12910.35843
869	12904.55058
870	12889.28576
871	12886.95378
872	12876.54841
873	12874.19568
874	12869.88027
875	12865.79868
876	12855.65755
877	12853.50443
878	12844.53338
879	12839.8645
880	12835.99783
881	12831.80255
882	12822.37619
883	12819.21804
884	12814.90385
885	12812.43954
886	12809.99939
887	12800.48286
888	12796.10666
889	12787.11492
890	12782.29971
891	12777.53112
892	12754.41307
893	12748.8738
894	12740.8766
895	12736.6435
896	12728.81625
897	12722.93899
898	12718.70117
899	12712.51871
900	12709.58078
901	12704.93222
902	12696.51911
903	12692.43605
904	12689.70657
905	12687.42847
906	12682.55811
907	12674.34831
908	12669.6864
909	12666.83534
910	12659.98671
911	12651.51972
912	12648.69884
913	12642.7412
914	12636.20154
915	12619.63201
916	12614.79821
917	12610.39295
918	12595.02643
919	12589.76515
920	12581.361
921	12576.80648
922	12575.48558
923	12568.75747
924	12562.04445
925	12560.51246
926	12557.37178
927	12551.63573
928	12545.80763
929	12537.5449
930	12534.36894
931	12530.12061
932	12527.92116
933	12520.7891
934	12519.55126
935	12514.4375
936	12507.05181
937	12500.88523
938	12497.98369
939	12496.21079
940	12494.03897
941	12489.26627
942	12482.16899
943	12477.05773
944	12469.2468
945	12461.43438
946	12457.7405
947	12453.93331
948	12432.92467
949	12428.79503
950	12421.46555
951	12415.19412
952	12409.35327
953	12406.27663
954	12398.12829
955	12390.96261
956	12387.60988
957	12384.0413
958	12380.16569
959	12376.31795
960	12372.87383
961	12358.79657
962	12351.60921
963	12346.78953
964	12340.70279
965	12337.56833
966	12332.61657
967	12328.062
968	12308.15983
969	12306.02395
970	12302.21372
971	12298.26755
972	12292.41658
973	12281.1298
974	12277.19335
975	12272.2598
976	12268.71774
977	12264.05983
978	12261.31319
979	12257.43873
980	12244.37113
981	12241.1253
982	12233.68965
983	12231.13554
984	12228.11474
985	12225.98358
986	12221.38638
987	12218.61173
988	12214.65093
989	12211.33324
990	12197.86462
991	12196.55305
992	12190.74761
993	12185.90659
994	12182.33553
995	12179.19963
996	12173.66715
997	12170.53357
998	12168.77477
999	12166.75259
335
999	13611.53359
